"formula","Incubation_Temp","A_priori_CUE"
"C29H36O12","45C","High"
"C29H36O12","45C","Low"
"C26H40O14","15C","High"
"C26H40O14","15C","Low"
"C26H40O14","25C","Low"
"C27H44O13","15C","High"
"C27H44O13","15C","Low"
"C27H44O13","25C","High"
"C27H44O13","25C","Low"
"C27H44O13","45C","High"
"C27H44O13","45C","Low"
"C28H48O12","15C","High"
"C28H48O12","15C","Low"
"C28H48O12","25C","High"
"C28H48O12","25C","Low"
"C28H48O12","45C","High"
"C27H30O14","15C","Low"
"C25H38O15","15C","High"
"C25H38O15","15C","Low"
"C25H38O15","25C","High"
"C25H38O15","25C","Low"
"C25H38O15","45C","High"
"C25H38O15","45C","Low"
"C27H46O13","15C","High"
"C27H46O13","15C","Low"
"C27H46O13","25C","High"
"C27H46O13","25C","Low"
"C27H46O13","45C","Low"
"C27H46O13","45C","High"
"C26H28O15","15C","Low"
"C27H32O14","15C","Low"
"C30H44O11","15C","Low"
"C30H44O11","25C","Low"
"C31H48O10","25C","Low"
"C26H30O15","15C","Low"
"C27H34O14","15C","Low"
"C30H46O11","15C","High"
"C30H46O11","15C","Low"
"C30H46O11","25C","High"
"C30H46O11","25C","Low"
"C30H46O11","45C","High"
"C30H46O11","45C","Low"
"C31H50O10","15C","High"
"C31H50O10","15C","Low"
"C31H50O10","25C","Low"
"C31H50O10","25C","High"
"C31H50O10","45C","High"
"C31H50O10","45C","Low"
"C28H40O13","15C","Low"
"C29H44O12","15C","High"
"C29H44O12","15C","Low"
"C29H44O12","25C","High"
"C29H44O12","25C","Low"
"C29H44O12","45C","High"
"C29H44O12","45C","Low"
"C30H48O11","15C","High"
"C30H48O11","15C","Low"
"C30H48O11","25C","High"
"C30H48O11","25C","Low"
"C30H48O11","45C","High"
"C30H48O11","45C","Low"
"C31H52O10","15C","Low"
"C31H52O10","25C","Low"
"C31H52O10","45C","High"
"C31H52O10","45C","Low"
"C30H34O12","15C","Low"
"C30H34O12","15C","High"
"C30H34O12","25C","High"
"C30H34O12","25C","Low"
"C30H34O12","45C","High"
"C30H34O12","45C","Low"
"C28H42O13","15C","High"
"C28H42O13","15C","Low"
"C28H42O13","25C","Low"
"C28H42O13","45C","Low"
"C28H42O13","45C","High"
"C29H46O12","15C","High"
"C29H46O12","15C","Low"
"C29H46O12","25C","High"
"C29H46O12","25C","Low"
"C29H46O12","45C","High"
"C29H46O12","45C","Low"
"C30H50O11","15C","High"
"C30H50O11","15C","Low"
"C30H50O11","25C","High"
"C30H50O11","25C","Low"
"C30H50O11","45C","High"
"C30H50O11","45C","Low"
"C29H32O13","15C","Low"
"C29H32O13","15C","High"
"C30H36O12","15C","High"
"C30H36O12","15C","Low"
"C30H36O12","25C","High"
"C30H36O12","25C","Low"
"C30H36O12","45C","High"
"C30H36O12","45C","Low"
"C27H40O14","15C","High"
"C27H40O14","15C","Low"
"C27H40O14","25C","High"
"C27H40O14","45C","High"
"C28H44O13","15C","High"
"C28H44O13","15C","Low"
"C28H44O13","25C","Low"
"C28H44O13","25C","High"
"C28H44O13","45C","High"
"C28H44O13","45C","Low"
"C29H48O12","15C","High"
"C29H48O12","15C","Low"
"C29H48O12","25C","Low"
"C29H48O12","25C","High"
"C29H48O12","45C","High"
"C29H48O12","45C","Low"
"C29H34O13","15C","High"
"C30H38O12","25C","High"
"C30H38O12","45C","High"
"C30H38O12","45C","Low"
"C28H46O13","15C","Low"
"C28H46O13","15C","High"
"C28H46O13","25C","Low"
"C28H46O13","25C","High"
"C28H46O13","45C","Low"
"C28H46O13","45C","High"
"C29H50O12","15C","Low"
"C29H50O12","45C","High"
"C28H48O13","15C","Low"
"C30H44O12","25C","Low"
"C31H48O11","15C","Low"
"C31H48O11","25C","Low"
"C31H48O11","25C","High"
"C31H48O11","45C","High"
"C31H48O11","45C","Low"
"C30H46O12","15C","High"
"C30H46O12","15C","Low"
"C30H46O12","25C","Low"
"C30H46O12","45C","High"
"C30H46O12","45C","Low"
"C31H50O11","15C","High"
"C31H50O11","15C","Low"
"C31H50O11","25C","Low"
"C31H50O11","25C","High"
"C31H50O11","45C","High"
"C31H50O11","45C","Low"
"C29H44O13","15C","Low"
"C29H44O13","25C","Low"
"C30H48O12","15C","High"
"C30H48O12","15C","Low"
"C30H48O12","25C","Low"
"C30H48O12","25C","High"
"C30H48O12","45C","High"
"C30H48O12","45C","Low"
"C31H52O11","15C","Low"
"C31H52O11","25C","High"
"C31H52O11","25C","Low"
"C31H52O11","45C","Low"
"C31H52O11","45C","High"
"C29H46O13","15C","High"
"C29H46O13","15C","Low"
"C29H46O13","25C","High"
"C29H46O13","25C","Low"
"C29H46O13","45C","High"
"C29H46O13","45C","Low"
"C30H50O12","15C","High"
"C30H50O12","15C","Low"
"C30H50O12","25C","High"
"C30H50O12","25C","Low"
"C30H50O12","45C","High"
"C30H50O12","45C","Low"
"C30H36O13","15C","Low"
"C30H36O13","25C","High"
"C30H36O13","45C","High"
"C30H36O13","45C","Low"
"C29H48O13","15C","Low"
"C29H48O13","15C","High"
"C29H48O13","25C","Low"
"C29H48O13","45C","Low"
"C30H38O13","25C","High"
"C30H38O13","45C","High"
"C30H38O13","45C","Low"
"C31H46O12","15C","Low"
"C32H50O11","15C","Low"
"C32H50O11","25C","Low"
"C32H50O11","45C","Low"
"C31H48O12","15C","Low"
"C31H48O12","25C","Low"
"C31H48O12","25C","High"
"C31H48O12","45C","Low"
"C32H52O11","15C","Low"
"C32H52O11","15C","High"
"C32H52O11","25C","High"
"C32H52O11","25C","Low"
"C32H52O11","45C","Low"
"C30H46O13","15C","Low"
"C30H46O13","25C","Low"
"C30H46O13","45C","Low"
"C31H50O12","15C","Low"
"C31H50O12","25C","Low"
"C31H50O12","25C","High"
"C31H50O12","45C","Low"
"C31H50O12","45C","High"
"C31H36O13","15C","Low"
"C30H48O13","15C","Low"
"C30H48O13","15C","High"
"C30H48O13","25C","Low"
"C30H48O13","25C","High"
"C30H48O13","45C","Low"
"C30H48O13","45C","High"
"C31H52O12","15C","Low"
"C31H52O12","25C","High"
"C31H52O12","45C","Low"
"C32H50O12","15C","Low"
"C32H50O12","45C","High"
"C33H54O11","25C","High"
"C31H48O13","15C","Low"
"C31H48O13","25C","Low"
"C32H52O12","15C","Low"
"C32H52O12","15C","High"
"C32H52O12","25C","Low"
"C32H52O12","25C","High"
"C32H52O12","45C","Low"
"C31H50O13","15C","High"
"C31H50O13","15C","Low"
"C31H50O13","25C","Low"
"C31H50O13","25C","High"
"C31H50O13","45C","Low"
"C30H48O14","15C","High"
"C30H48O14","15C","Low"
"C30H48O14","25C","Low"
"C31H52O13","25C","High"
"C33H50O12","15C","Low"
"C33H50O12","25C","Low"
"C33H52O12","15C","Low"
"C33H52O12","25C","Low"
"C33H52O12","45C","High"
"C32H50O13","15C","Low"
"C32H50O13","25C","Low"
"C32H50O13","25C","High"
"C32H50O13","45C","High"
"C33H54O12","15C","Low"
"C33H54O12","25C","Low"
"C31H48O14","15C","Low"
"C31H48O14","25C","Low"
"C32H52O13","15C","Low"
"C32H52O13","25C","High"
"C32H52O13","25C","Low"
"C31H50O14","15C","Low"
"C33H42O15","25C","High"
